id,text,label
4744702840804397,战虾织梦#就这一刻#女神节快乐,女神节
4744702840275574,三十岁以上的女人，决定我们的不再是年龄与容貌，而是保持乐观的心态，坚毅的品格，哪怕糟糕的生活对我们挥拳宣战，我们也能活出精彩的自我，积极努力地面对生活，不必在意别人的评价，理性且清醒.....——致女神节,女神节
4744702836610825,#女神节快乐#女神节我也收到一束花郑州,女神节
4744702832152467,女不管长得漂亮与否，绝对不可以让自己的人生不漂亮！做个思想独立，能力独立，经济独立的女神吧～女神节快乐🌹,女神节
4744702819834518,3.8女神节快乐呀🌷🌷🌷🌷🌷绿洲,女神节
4744702815900333,#妇女节#祝福所有女性都能成为更好的自己女神节快乐,女神节
4744702815896113,#来米堆做主角##女神节#@米堆学堂黄执中老师的课对我很有指导意义，“说服“是最难做到的，我的性格有点固执，比较难被说服，同时我又比较佛系，也不愿意去说服别人，说服的本质就是要改变对方，而人是最难改变的，这是我以前的观念，自从听了黄执忠老师的课。有种提壶灌顶的感觉。在黄执中的课里...全文,女神节
4744702815640196,#三八女神节#热爱可抵岁月漫长女神节快乐～#一起冲鸭#,女神节
4744702790471272,Haveaniceday不管岁月奈我何，我心依旧少女心！人生，人山人海，人来人往。自己，自尊自爱，自由自在！女神节快乐[玫瑰][玫瑰][玫瑰]吕梁,女神节
4744702789946810,#女警##妇女节#【创优争先庆女神节巾帼英雄撑半边天】走创优服务群众之路，展现女性时代风彩，愿岁月静好，都将被温柔以待，服务群众我们一直在路上！@蚌埠政法@安徽公安在线蚌埠警方的微博视频蚌埠警方的微博视频,女神节
4744702782086239,女神节快乐来自学校的宠爱,女神节
4744702781294544,#致敬了不起的她#【3.8女神节，不一样的“警”色】@安阳交警安阳交警的微博视频,女神节
4744702778147679,女神节来自学校和娃娃们的爱请假一天更多“爱”,女神节
4744702769501841,今天果真是个好日子，开森祝自己及所有女同胞女神节快乐,女神节
4744702756653045,笑死我的朋友圈都在女神节快乐微博都在妇女节快乐妈的我恨不得把头像都改成↓,女神节
4744702751933702,今天女神节，任嘉伦先生是不是会和往年一样看看我们、并给我们送个祝福呢？虽然前两天Etro活动已经送祝福了，我们不介意再来一次哈,女神节
4744702749054030,活了这么多年第一次过女神节,女神节
4744702748528124,妇女俩字儿不烫嘴，不是阿姨才是妇女，过了14岁的女生都是妇女，你可以不喜欢被这么叫但是你不能因为不喜欢而随便给这个节日改名字，“女生节”“女神节”只不过是商家的噱头，妇女能顶半边天。,女神节
4744702744071517,今天女神节，下午放假煲猫爪草、瘦肉汤。其中中医认为猫爪草其味辛、苦、微温，入肺、肝二经，有解毒消肿、化痰散结之功，可用于肺癌、咽炎的治疗。猫爪草具有散结的功效，可用于颈淋巴结结核、甲状腺肿瘤、淋巴瘤等疾病的治疗。猫爪草还具有解毒杀菌的功效，提取汁液可用于外伤、感染、溃疡、蛇毒的治...全文,女神节
