id,text,label
4755233262014730,#我能为上海疫情做什么#覆巢之下，岂有完卵？不管是当年抗日战争，还是抗美援朝，四川人在大后方都是胸怀家国天下，做出巨大贡献。现在也是一样，期盼马到功成，顺利凯旋！,上海疫情
4755233253361388,上海疫情害得《吞噬星空》已经停播了一个月,上海疫情
4755233253101590,#上海疫情#看到很多上海家长求助，宝宝奶粉没有了，网上抢不到，也没人送，急求怎么办？成功的渠道是——你打奶粉罐上奶粉公司电话，说明目前你的情况。然后会有人联系你想办法的！目前已有很多家长成功拿到奶粉，希望大家尽快扩散给其他宝爸宝妈，孩子的需求最重要。,上海疫情
4755233252838551,上海疫情还没控制住，别看现在国内尤其上海情况严重，也就是说本土病例多，但是要想做到动态清零的关键首先就是管住外进，安内先要挡外，从人到物都要看住，才能谈动态清零，否则的话防不胜防。目前外部基本躺平了，病毒乘着全球化到处跑，国门是第一道闸。,上海疫情
4755233198574144,#上海疫情#恶心巴拉，还有人赚这种昧良心的钱！！！挑拨离间！送去吃牢饭！,上海疫情
4755233190448191,#杭州来福士防疫#为什么上海疫情这么严重，去别的省份不隔离？？？是他们疯了还是他们疯了一天到晚嚯嚯，前面成都也是，现在上海也是,上海疫情
4755233186777986,【#上海儿童感染者监护人可申请陪护#】6日举行的上海市疫情防控工作新闻发布会上，上海市卫生健康委一级巡视员吴乾渝表示，儿童感染者的收治，既要遵守法律法规和防控规范的要求，也要考虑他们特殊照护的实际需求。为此，我们不断改进和完善服务保障措施，主要有以下三个方面：一是在收治上加强专科医...全文,上海疫情
4755233182583544,【#上海一女子拒绝核酸对民警吐口水#泼水】#上海疫情#4月4日上午9时许，上海市某小区内有一名女子在居委工作人员和志愿者多次上门劝说后仍拒绝下楼配合做核酸，民警到场后告知相关防疫规定和法律条文，女子在拒不配合的同时突然透过小窗向外吐口水，紧接着又拿起一盆水泼向民警，民警立即将其传唤至...全文,上海疫情
4755233168953313,仿佛我在上海，沉浸在疫情的深海里。每天拼命刷微博，就是想看到听到盼着中央拨乱反正的举措，如果当地政府不努力，多少支援都是白瞎，今天看到北京日报的呼吁了，抗击疫情，需要大家奋起。天津,上海疫情
4755233093453800,#上海疫情##上海疫情已外溢全国21个省71个市#真是够不要脸的！！恐怕也只有你们当官的国际快递没停吧！！！恶心至极！！！快递、外卖早停了，不仅停了，而且3月20号基本上就不给发快递了！！还辟谣？真不要脸，要把商家退款的截图贴出来才肯说实话是么？还在欺骗全国人民呢！！！！欺骗人民欺骗党！,上海疫情
4755233090309647,帮转#上海新增本土确诊311例无症状16766例##上海疫情#,上海疫情
4755233072484993,#上海疫情#今天测核酸，3.16第一次测核酸以来第9次测核酸。今天和上次测核酸一样，叫门洞号下楼，大白负责引导到广场，在广场外排队排了一会儿，进广场五人一进，还是四个通道，每个通道有两个大白负责扫码确认名字，站着咽拭子取样，大白小姐姐非常耐心，说话温柔，一点不舒服都没有。对着小姐姐说...全文,上海疫情
4755228900197404,#上海疫情#【西方国家关注亲子分开收治要求不会发生在驻华使节身上】上海出现确诊儿童与父母分离的情形，30余个西方国家的外交官为此发信向中国相关部门表达关切。目前，上海新国际博览中心方舱医院已开启亲子收治模式，核酸检测阴性的家长可以进行陪护。西方国家关注亲子分开收治要求不会发生在驻华使节身上,上海疫情
4755233065142073,#上海疫情#今天一觉醒来小区上榜，喜提一只🐑，被迫退出决赛圈。业主群吵翻天，声讨居委不传递信息，并强烈要求“流动采样”。不得不说，从物资调配分发还是通知通报方面，基层组织的能力这次真的高下立见看看菜也不多了，如果真的7+7，那又要恢复抢菜模式了。,上海疫情
4755233060947236,#上海疫情#到现在还在外溢，简直了,上海疫情
4755233055703894,#上海疫情#在武汉经历过封城，来上海出差，又被封闭管控住了，我真的是g了,上海疫情
4755233052300819,上海新冠阳性人数(since3.1)数据模型预测明天的公布的确诊数，拭目以待！#上海全域静态管理全员核酸筛查##上海疫情##沪漂是一种什么体验#,上海疫情
4755233039978237,#上海疫情##上海##癌症病危留学生在上海隔离无法治疗#善待外卖快递小哥！,上海疫情
4755233038663726,气的我社区群里骂人，你真的搞不清是哪里出了问题，感觉上海这次防疫真的匪夷所思，像一只无形的手推着你和病毒妥协。#上海疫情#上海,上海疫情
4755233022674598,什么时代了？捐助的物资到哪里去了？捐助的对象应该是所有居住在上海受疫情影响的人，而不是上海户籍的人！,上海疫情
4755232996720985,#上海疫情#无语凝噎！博主是不是修改为「病人4月4日已做核酸，但就医当天核酸结果未出」这样比较准确呢？,上海疫情
4755232976273830,早上五点多起来抢菜，然后自己没抢到，但外地朋友帮抢到一些，感恩，现在家里的蔬菜速食也就够再吃一周，够应该是够的，但毕竟不知道要封到什么时候。一直觉得长宁这次人少，我们小区只是因为靠近徐汇所以封的比较早，但看了微博发现长宁可能存在瞒报？！顿时觉得上海真的哪里都不安全。小区...全文,上海疫情
4755232955305870,最近频繁和朋友聊到上海疫情这件事，从管控聊到人性.不得不说，这次疫情展现出了很多东西，甚至包括了人性的冷漠和片面.希望这次能够赶快控制好吧，辛苦的都是平民百姓和奔赴在一线的人员.最后xhs！！！能不能给我多推点好物分享,上海疫情
4755232938528136,希望这两位以及上海管理层承担相应的法律责任#上海疫情#,上海疫情
4755232901043353,#上海人#真的看不起上海人～自以为是～全国各省为了上海牺牲了好多贡献了好多～真的是垃圾群体！#上海疫情#,上海疫情
